entity_id,paragraph_ID,sentence_ID,start_token,end_token,text,time_kind,precision,annee,mois,jour,heure,minute,datetime_auto,time_code_auto,jour_romanesque,debut_auto,fin_auto,duration_value,duration_unit,duration_relation,regle
521,1291,2817,55179,55179,1849,date_absolue,annee,1849.0,,,,,1849,1849-00-00-00-00,,,,,,,annee_seule
522,1291,2818,55230,55232,ce beau temps,moment_vague,non_instancie,,,,,,,,,,,,,,moment_vague
523,1295,2831,55528,55529,après déjeuner,relatif,datetime,1872.0,12.0,3.0,12.0,0.0,1872-12-03 12:00,1872-12-03-12-00,63.0,,,,,,moment_dejeuner
524,1328,2922,57033,57035,une heure après,relatif,datetime,1872.0,12.0,3.0,13.0,0.0,1872-12-03 13:00,1872-12-03-13-00,63.0,,,,,,offset_60min
525,1330,2930,57132,57133,le dîner,relatif,datetime,1872.0,12.0,3.0,19.0,0.0,1872-12-03 19:00,1872-12-03-19-00,63.0,,,,,,moment_diner
526,1335,2938,57262,57267,à six heures moins un quart,heure,heure,1872.0,12.0,3.0,5.0,45.0,1872-12-03 05:45,1872-12-03-05-45,63.0,,,,,,heure_seule
527,1344,2952,57564,57565,vers 1845,date_absolue,annee,1845.0,,,,,1845,1845-00-00-00-00,,,,,,,annee_seule
528,1345,2953,57588,57589,six mois,duree,quantite,,,,,,,,,,,6.0,mois,duree_simple,duree_quantite
529,1345,2954,57603,57604,sept jours,duree,quantite,,,,,,,,,,,7.0,jour,duree_simple,duree_quantite
530,1346,2955,57606,57609,c' est en 1862,date_absolue,annee,1862.0,,,,,1862,1862-00-00-00-00,,,,,,,annee_seule
531,1346,2955,57636,57639,le quarante et unième,non_parse,non_instancie,,,,,,,,,,,,,,non_parse
532,1346,2959,57729,57734,un mille et demi par jour,non_parse,non_instancie,,,,,,,,,,,,,,non_parse
533,1346,2960,57744,57745,la veille,relatif,datetime,1872.0,12.0,2.0,5.0,45.0,1872-12-02 05:45,1872-12-02-05-45,62.0,,,,,,veille_moins_1
534,1346,2960,57750,57751,du lendemain,relatif,datetime,1872.0,12.0,3.0,5.0,45.0,1872-12-03 05:45,1872-12-03-05-45,63.0,,,,,,lendemain_plus_1
535,1348,2963,57918,57920,en sept jours,duree,intervalle,1872.0,12.0,10.0,5.0,45.0,1872-12-10 05:45,1872-12-10-05-45,70.0,1872-12-03 05:45,1872-12-10 05:45,7.0,jour,en,duree_forward_intervalle_en
536,1348,2963,57941,57942,le 11,date_absolue,jour,1872.0,12.0,11.0,,,1872-12-11,1872-12-11-00-00,71.0,,,,,,jour_seul
537,1349,2968,58094,58095,un jour,duree,quantite,,,,,,,,,,,1.0,jour,duree_simple,duree_quantite
538,1351,2970,58142,58146,à six heures du soir,heure,heure,1872.0,12.0,11.0,18.0,0.0,1872-12-11 18:00,1872-12-11-18-00,71.0,,,,,,heure_seule
539,1351,2971,58154,58156,une nuit froide,relatif,datetime,1872.0,12.0,11.0,22.0,0.0,1872-12-11 22:00,1872-12-11-22-00,71.0,,,,,,moment_nuit
540,1352,2977,58255,58258,depuis les derniers événements,reference_evenement,non_instancie,,,,,,,,,,,,,,reference_evenement
541,1353,2980,58309,58313,une heure après le départ,relatif,datetime,1872.0,12.0,11.0,23.0,0.0,1872-12-11 23:00,1872-12-11-23-00,71.0,,,,,,offset_60min
542,1354,2982,58368,58370,à huit heures,heure,heure,1872.0,12.0,11.0,8.0,0.0,1872-12-11 08:00,1872-12-11-08-00,71.0,,,,,,heure_seule
543,1354,2982,58385,58388,l' heure du coucher,relatif,datetime,1872.0,12.0,11.0,8.0,0.0,1872-12-11 08:00,1872-12-11-08-00,71.0,,,,,,deictique_instant_courant
544,1354,2983,58404,58406,en quelques minutes,duree,intervalle,1872.0,12.0,11.0,8.0,3.0,1872-12-11 08:03,1872-12-11-08-03,71.0,1872-12-11 08:00,1872-12-11 08:03,3.0,minute,en,duree_forward_intervalle_en
545,1354,2984,58435,58437,en quelques instants,moment_vague,non_instancie,,,,,,,,,,,,,,moment_vague
546,1355,2990,58625,58627,en six heures,heure,heure,1872.0,12.0,11.0,6.0,0.0,1872-12-11 06:00,1872-12-11-06-00,71.0,,,,,,heure_seule
547,1355,2990,58630,58631,vers minuit,heure,heure,1872.0,12.0,11.0,0.0,0.0,1872-12-11 00:00,1872-12-11-00-00,71.0,,,,,,heure_seule
548,1356,2993,58728,58731,sept heures du matin,heure,heure,1872.0,12.0,11.0,7.0,0.0,1872-12-11 07:00,1872-12-11-07-00,71.0,,,,,,heure_seule
549,1356,2994,58740,58742,une heure après,relatif,datetime,1872.0,12.0,11.0,8.0,0.0,1872-12-11 08:00,1872-12-11-08-00,71.0,,,,,,offset_60min
550,1358,2999,58925,58927,vers neuf heures,heure,heure,1872.0,12.0,11.0,9.0,0.0,1872-12-11 09:00,1872-12-11-09-00,71.0,,,,,,heure_seule
551,1358,3000,58951,58952,à midi,heure,heure,1872.0,12.0,11.0,12.0,0.0,1872-12-11 12:00,1872-12-11-12-00,71.0,,,,,,heure_seule
552,1358,3000,58962,58965,vingt minutes pour déjeuner,duree,quantite,,,,,,,,,,,20.0,minute,duree_simple,duree_quantite
553,1359,3001,58982,58984,pendant quelques milles,non_parse,non_instancie,,,,,,,,,,,,,,non_parse
554,1360,3008,59142,59144,pendant plusieurs heures,duree,quantite,,,,,,,,,,,,,,duree_quantite
555,1361,3011,59185,59189,vers trois heures du soir,heure,heure,1872.0,12.0,11.0,15.0,0.0,1872-12-11 15:00,1872-12-11-15-00,71.0,,,,,,heure_seule
556,1366,3029,59591,59593,trois grandes heures,heure,heure,1872.0,12.0,11.0,3.0,0.0,1872-12-11 03:00,1872-12-11-03-00,71.0,,,,,,heure_seule
557,1366,3029,59603,59605,la nuit tombante,relatif,datetime,1872.0,12.0,11.0,22.0,0.0,1872-12-11 22:00,1872-12-11-22-00,71.0,,,,,,moment_nuit
558,1367,3031,59636,59638,donc huit heures,heure,heure,1872.0,12.0,11.0,8.0,0.0,1872-12-11 08:00,1872-12-11-08-00,71.0,,,,,,heure_seule
559,1367,3031,59652,59655,neuf heures et demie,heure,heure,1872.0,12.0,11.0,9.0,30.0,1872-12-11 09:30,1872-12-11-09-30,71.0,,,,,,heure_seule
560,1368,3032,59680,59687,pendant la nuit du 5 au 6 décembre,intervalle,jour,1872.0,12.0,5.0,,,1872-12-05,1872-12-05-00-00,65.0,1872-12-05,1872-12-06,,,,du_au_date
561,1368,3032,59681,59687,la nuit du 5 au 6 décembre,intervalle,jour,1872.0,12.0,5.0,,,1872-12-05,1872-12-05-00-00,65.0,1872-12-05,1872-12-06,,,,du_au_date
562,1369,3033,59721,59725,vers neuf heures du matin,heure,heure,1872.0,12.0,5.0,9.0,0.0,1872-12-05 09:00,1872-12-05-09-00,65.0,,,,,,heure_seule
563,1371,3039,59922,59926,de onze heures à midi,intervalle,heure,1872.0,12.0,5.0,11.0,0.0,1872-12-05 11:00,1872-12-05-11-00,65.0,1872-12-05 11:00,1872-12-05 12:00,,,,intervalle_heure
564,1373,3042,60027,60029,à onze heures,heure,heure,1872.0,12.0,5.0,11.0,0.0,1872-12-05 11:00,1872-12-05-11-00,65.0,,,,,,heure_seule
565,1374,3045,60057,60060,à l' heure dite,relatif,datetime,1872.0,12.0,5.0,11.0,0.0,1872-12-05 11:00,1872-12-05-11-00,65.0,,,,,,deictique_instant_courant
566,1376,3052,60234,60236,depuis cette époque,moment_vague,saison,,,,,,,,,,,,,,moment_vague
567,1378,3054,60307,60310,depuis les temps bibliques,moment_vague,non_instancie,,,,,,,,,,,,,,moment_vague
568,1378,3054,60344,60348,bien des siècles plus tard,duree,quantite,,,,,,,,,,,,,,duree_quantite
569,1378,3054,60383,60383,1825,date_absolue,annee,1825.0,,,,,1825,1825-00-00-00-00,,,,,,,annee_seule
570,1381,3057,60605,60605,1837,date_absolue,annee,1837.0,,,,,1837,1837-00-00-00-00,,,,,,,annee_seule
571,1381,3057,60637,60639,quelques années après,duree,quantite,,,,,,,,,,,3.0,annee,duree_simple,duree_quantite
572,1382,3060,60727,60728,en 1839,date_absolue,annee,1839.0,,,,,1839,1839-00-00-00-00,,,,,,,annee_seule
573,1382,3060,60767,60768,en 1843,date_absolue,annee,1843.0,,,,,1843,1843-00-00-00-00,,,,,,,annee_seule
574,1383,3062,60840,60842,deux ans après,duree,quantite,,,,,,,,,,,2.0,annee,duree_simple,duree_quantite
575,1386,3068,61066,61068,pendant cette conférence,duree,quantite,,,,,,,,,,,,,,duree_quantite
576,1386,3068,61078,61081,vers midi et demi,heure,heure,1872.0,12.0,5.0,12.0,0.0,1872-12-05 12:00,1872-12-05-12-00,65.0,,,,,,heure_seule
577,1388,3076,61383,61386,six mois plus tard,duree,quantite,,,,,,,,,,,6.0,mois,duree_simple,duree_quantite
578,1388,3076,61389,61391,en ce moment,relatif,datetime,1872.0,12.0,5.0,12.0,0.0,1872-12-05 12:00,1872-12-05-12-00,65.0,,,,,,deictique_instant_courant
579,1389,3077,61407,61409,à deux heures,heure,heure,1872.0,12.0,5.0,2.0,0.0,1872-12-05 02:00,1872-12-05-02-00,65.0,,,,,,heure_seule
580,1389,3078,61426,61428,à six heures,heure,heure,1872.0,12.0,5.0,6.0,0.0,1872-12-05 06:00,1872-12-05-06-00,65.0,,,,,,heure_seule
581,1389,3080,61465,61466,deux heures,heure,heure,1872.0,12.0,5.0,2.0,0.0,1872-12-05 02:00,1872-12-05-02-00,65.0,,,,,,heure_seule
582,1390,3083,61569,61571,à trois heures,heure,heure,1872.0,12.0,5.0,3.0,0.0,1872-12-05 03:00,1872-12-05-03-00,65.0,,,,,,heure_seule
583,1390,3085,61660,61660,1853,date_absolue,annee,1853.0,,,,,1853,1853-00-00-00-00,,,,,,,annee_seule
584,1393,3100,62030,62035,à quatre heures moins quelques minutes,heure,heure,1872.0,12.0,5.0,3.0,57.0,1872-12-05 03:57,1872-12-05-03-57,65.0,,,,,,heure_seule
585,1399,3110,62297,62299,pendant une heure,duree,quantite,,,,,,,,,,,,,,duree_quantite
586,1401,3121,62610,62614,à dix heures du soir,heure,heure,1872.0,12.0,5.0,22.0,0.0,1872-12-05 22:00,1872-12-05-22-00,65.0,,,,,,heure_seule
587,1402,3122,62679,62680,le lendemain,relatif,datetime,1872.0,12.0,6.0,22.0,0.0,1872-12-06 22:00,1872-12-06-22-00,66.0,,,,,,lendemain_plus_1
588,1402,3122,62688,62693,un quart d' heure d' arrêt,heure,heure,1872.0,12.0,6.0,1.0,0.0,1872-12-06 01:00,1872-12-06-01-00,66.0,,,,,,heure_seule
589,1402,3123,62706,62708,pendant la nuit,duree,quantite,,,,,,,,,,,,,,duree_quantite
590,1403,3125,62782,62784,pendant l' hiver,duree,quantite,,,,,,,,,,,,,,duree_quantite
591,1403,3126,62790,62792,la belle saison,moment_vague,saison,,,,,,,,,,,,,,moment_vague
592,1404,3127,62801,62803,en ce moment,relatif,datetime,1872.0,12.0,6.0,1.0,0.0,1872-12-06 01:00,1872-12-06-01-00,66.0,,,,,,deictique_instant_courant
593,1405,3130,62909,62913,le meeting de san francisco,reference_evenement,non_instancie,,,,,,,,,,,,,,reference_evenement
594,1406,3134,62955,62956,chaque jour,frequence,non_instancie,,,,,,,,,,,,,,frequence
595,1412,3152,63301,63307,quatre jours nous serons à new york,duree,quantite,,,,,,,,,,,4.0,jour,duree_simple,duree_quantite
596,1412,3153,63313,63315,pendant quatre jours,duree,intervalle,1872.0,12.0,10.0,1.0,0.0,1872-12-10 01:00,1872-12-10-01-00,70.0,1872-12-06 01:00,1872-12-10 01:00,4.0,jour,pendant,duree_forward_intervalle_pendant
597,1417,3165,63524,63527,quelques instants plus tard,relatif,datetime,1872.0,12.0,6.0,1.0,1.0,1872-12-06 01:01,1872-12-06-01-01,66.0,,,,,,offset_flou_1min
598,1418,3166,63538,63542,de longues et lentes heures,moment_vague,non_instancie,,,,,,,,,,,,,,moment_vague
599,1428,3187,63818,63822,à onze heures du matin,heure,heure,1872.0,12.0,6.0,11.0,0.0,1872-12-06 11:00,1872-12-06-11-00,66.0,,,,,,heure_seule
600,1428,3189,63881,63885,après deux cents milles environ,relatif_non_calcule,non_instancie,,,,,,,,,,,,,,relatif_non_calcule
601,1430,3194,64031,64034,à midi et demi,heure,heure,1872.0,12.0,6.0,12.0,0.0,1872-12-06 12:00,1872-12-06-12-00,66.0,,,,,,heure_seule
602,1430,3195,64050,64052,encore quelques heures,heure,heure,1872.0,12.0,6.0,3.0,0.0,1872-12-06 03:00,1872-12-06-03-00,66.0,,,,,,heure_seule
603,1442,3224,64574,64576,avant six heures,relatif,datetime,1872.0,12.0,6.0,9.0,0.0,1872-12-06 09:00,1872-12-06-09-00,66.0,,,,,,offset_360min
604,1443,3225,64579,64580,six heures,heure,heure,1872.0,12.0,6.0,6.0,0.0,1872-12-06 06:00,1872-12-06-06-00,66.0,,,,,,heure_seule
605,1482,3286,65495,65498,près d' un mille,non_parse,non_instancie,,,,,,,,,,,,,,non_parse
606,1486,3295,65690,65692,le soir même,relatif,datetime,1872.0,12.0,6.0,20.0,0.0,1872-12-06 20:00,1872-12-06-20-00,66.0,,,,,,moment_soir
607,1488,3300,65818,65820,à ce moment,relatif,datetime,1872.0,12.0,6.0,20.0,0.0,1872-12-06 20:00,1872-12-06-20-00,66.0,,,,,,deictique_instant_courant
608,1488,3300,65822,65827,treize cent quatre-vingt-deux milles avaient été,moment_vague,saison,,,,,,,,,,,,,,moment_vague
609,1488,3300,65833,65838,en trois jours et trois nuits,duree,intervalle,1872.0,12.0,9.0,20.0,0.0,1872-12-09 20:00,1872-12-09-20-00,69.0,1872-12-06 20:00,1872-12-09 20:00,3.0,jour,en,duree_forward_intervalle_en
610,1488,3301,65840,65844,quatre nuits et quatre jours,duree,quantite,,,,,,,,,,,8.0,jour,duree_simple,duree_quantite
611,1489,3303,65867,65869,pendant la nuit,duree,quantite,,,,,,,,,,,,,,duree_quantite
612,1489,3305,65906,65908,à onze heures,heure,heure,1872.0,12.0,6.0,11.0,0.0,1872-12-06 11:00,1872-12-06-11-00,66.0,,,,,,heure_seule
613,1490,3306,65955,65958,le 23 octobre 1867,date_absolue,jour,1867.0,10.0,23.0,,,1867-10-23,1867-10-23-00-00,-1805.0,,,,,,date_complete
614,1490,3306,65961,65961,dont,non_parse,non_instancie,,,,,,,,,,,,,,non_parse
615,1491,3310,66115,66119,à huit heures du matin,heure,heure,1872.0,12.0,6.0,8.0,0.0,1872-12-06 08:00,1872-12-06-08-00,66.0,,,,,,heure_seule
616,1491,3313,66165,66167,à neuf heures,heure,heure,1872.0,12.0,6.0,9.0,0.0,1872-12-06 09:00,1872-12-06-09-00,66.0,,,,,,heure_seule
617,1493,3318,66290,66292,pendant cette matinée,duree,quantite,,,,,,,,,,,,,,duree_quantite
618,1493,3320,66311,66314,à un certain moment,moment_vague,non_instancie,,,,,,,,,,,,,,moment_vague
619,1511,3351,66786,66788,après notre rencontre,relatif_non_calcule,non_instancie,,,,,,,,,,,,,,relatif_non_calcule
620,1513,3353,66829,66831,dans six mois,duree,quantite,,,,,,,,,,,6.0,mois,duree_simple,duree_quantite
621,1514,3354,66836,66838,dans six ans,duree,quantite,,,,,,,,,,,6.0,annee,duree_simple,duree_quantite
622,1515,3355,66843,66844,six mois,duree,quantite,,,,,,,,,,,6.0,mois,duree_simple,duree_quantite
623,1524,3368,66932,66934,dans une heure,relatif,datetime,1872.0,12.0,6.0,10.0,0.0,1872-12-06 10:00,1872-12-06-10-00,66.0,,,,,,offset_60min
624,1524,3369,66939,66940,dix minutes,duree,quantite,,,,,,,,,,,10.0,minute,duree_simple,duree_quantite
625,1524,3370,66942,66944,en dix minutes,duree,intervalle,1872.0,12.0,6.0,10.0,10.0,1872-12-06 10:10,1872-12-06-10-10,66.0,1872-12-06 10:00,1872-12-06 10:10,10.0,minute,en,duree_forward_intervalle_en
626,1529,3380,67073,67075,à onze heures,heure,heure,1872.0,12.0,6.0,11.0,0.0,1872-12-06 11:00,1872-12-06-11-00,66.0,,,,,,heure_seule
627,1530,3385,67135,67137,en ce moment,relatif,datetime,1872.0,12.0,6.0,11.0,0.0,1872-12-06 11:00,1872-12-06-11-00,66.0,,,,,,deictique_instant_courant
628,1533,3389,67209,67212,vingt minutes de retard,duree,quantite,,,,,,,,,,,20.0,minute,retard,duree_quantite
629,1542,3403,67432,67434,pour quelques instants,moment_vague,non_instancie,,,,,,,,,,,,,,moment_vague
630,1544,3411,67573,67578,après un laps de deux minutes,relatif,datetime,1872.0,12.0,6.0,11.0,3.0,1872-12-06 11:03,1872-12-06-11-03,66.0,,,,,,offset_3min
631,1555,3437,68090,68092,depuis dix minutes,duree,intervalle,1872.0,12.0,6.0,11.0,3.0,1872-12-06 11:03,1872-12-06-11-03,66.0,1872-12-06 10:53,1872-12-06 11:03,10.0,minute,depuis,duree_depuis_intervalle
632,1557,3442,68195,68197,avant cinq minutes,relatif,datetime,1872.0,12.0,6.0,11.0,8.0,1872-12-06 11:08,1872-12-06-11-08,66.0,,,,,,offset_5min
633,1562,3450,68442,68444,pendant quelques minutes,duree,quantite,,,,,,,,,,,,,,duree_quantite
634,1593,3522,69403,69405,quelques instants après,relatif,datetime,1872.0,12.0,6.0,11.0,9.0,1872-12-06 11:09,1872-12-06-11-09,66.0,,,,,,offset_flou_1min
635,1596,3525,69472,69475,midi et quelques minutes,heure,heure,1872.0,12.0,6.0,12.0,3.0,1872-12-06 12:03,1872-12-06-12-03,66.0,,,,,,heure_seule
636,1600,3542,69738,69739,les heures,duree,quantite,,,,,,,,,,,,,,duree_quantite
637,1602,3555,69886,69890,vers deux heures après midi,relatif,datetime,1872.0,12.0,6.0,14.0,3.0,1872-12-06 14:03,1872-12-06-14-03,66.0,,,,,,offset_120min
638,1603,3558,69974,69975,le lendemain,relatif,datetime,1872.0,12.0,7.0,14.0,3.0,1872-12-07 14:03,1872-12-07-14-03,67.0,,,,,,lendemain_plus_1
639,1604,3561,70035,70037,pendant plusieurs milles,non_parse,non_instancie,,,,,,,,,,,,,,non_parse
640,1604,3561,70057,70059,une heure après,relatif,datetime,1872.0,12.0,7.0,15.0,3.0,1872-12-07 15:03,1872-12-07-15-03,67.0,,,,,,offset_60min
641,1607,3568,70251,70255,vers deux heures après midi,relatif,datetime,1872.0,12.0,7.0,17.0,3.0,1872-12-07 17:03,1872-12-07-17-03,67.0,,,,,,offset_120min
642,1613,3577,70369,70373,déjà trois heures de retard,duree,quantite,,,,,,,,,,,3.0,heure,retard,duree_quantite
643,1615,3579,70388,70389,demain soir,relatif,datetime,1872.0,12.0,8.0,17.0,3.0,1872-12-08 17:03,1872-12-08-17-03,68.0,,,,,,lendemain_plus_1
644,1616,3580,70394,70395,demain soir,relatif,datetime,1872.0,12.0,9.0,17.0,3.0,1872-12-09 17:03,1872-12-09-17-03,69.0,,,,,,lendemain_plus_1
645,1618,3586,70443,70445,quelques instants auparavant,moment_vague,non_instancie,,,,,,,,,,,,,,moment_vague
646,1621,3595,70610,70613,quelques heures s' écoulèrent,heure,heure,1872.0,12.0,9.0,3.0,0.0,1872-12-09 03:00,1872-12-09-03-00,69.0,,,,,,heure_seule
647,1621,3603,70719,70722,quelques moments plus tard,moment_vague,non_instancie,,,,,,,,,,,,,,moment_vague
648,1622,3604,70728,70729,le soir,relatif,datetime,1872.0,12.0,9.0,20.0,0.0,1872-12-09 20:00,1872-12-09-20-00,69.0,,,,,,moment_soir
649,1623,3610,70797,70798,la nuit,relatif,datetime,1872.0,12.0,9.0,22.0,0.0,1872-12-09 22:00,1872-12-09-22-00,69.0,,,,,,moment_nuit
650,1624,3614,70858,70861,pendant toute cette nuit,duree,quantite,,,,,,,,,,,,,,duree_quantite
651,1624,3617,70905,70907,ces longues heures,moment_vague,non_instancie,,,,,,,,,,,,,,moment_vague
652,1626,3620,70966,70967,la nuit,relatif,datetime,1872.0,12.0,9.0,22.0,0.0,1872-12-09 22:00,1872-12-09-22-00,69.0,,,,,,moment_nuit
653,1626,3621,70972,70974,à l' aube,relatif,datetime,1872.0,12.0,9.0,6.0,0.0,1872-12-09 06:00,1872-12-09-06-00,69.0,,,,,,moment_aube
654,1626,3624,71029,71032,sept heures du matin,heure,heure,1872.0,12.0,9.0,7.0,0.0,1872-12-09 07:00,1872-12-09-07-00,69.0,,,,,,heure_seule
655,1633,3639,71339,71341,dès son arrivée,reference_evenement,non_instancie,,,,,,,,,,,,,,reference_evenement
656,1637,3644,71410,71412,ce soir seulement,relatif,datetime,1872.0,12.0,9.0,20.0,0.0,1872-12-09 20:00,1872-12-09-20-00,69.0,,,,,,moment_soir
657,1639,3646,71431,71432,vingt heures,heure,heure,1872.0,12.0,9.0,20.0,0.0,1872-12-09 20:00,1872-12-09-20-00,69.0,,,,,,heure_seule
658,1640,3649,71453,71455,en ce moment,relatif,datetime,1872.0,12.0,9.0,20.0,0.0,1872-12-09 20:00,1872-12-09-20-00,69.0,,,,,,deictique_instant_courant
659,1643,3653,71512,71513,le 11,date_absolue,jour,1872.0,12.0,11.0,,,1872-12-11,1872-12-11-00-00,71.0,,,,,,jour_seul
660,1643,3653,71515,71519,avant neuf heures du soir,relatif,datetime,1872.0,12.0,11.0,9.0,0.0,1872-12-11 09:00,1872-12-11-09-00,71.0,,,,,,offset_540min
661,1645,3655,71556,71557,le 11,date_absolue,jour,1872.0,12.0,11.0,,,1872-12-11,1872-12-11-00-00,71.0,,,,,,jour_seul
662,1645,3655,71559,71561,dès le matin,relatif,datetime,1872.0,12.0,11.0,8.0,0.0,1872-12-11 08:00,1872-12-11-08-00,71.0,,,,,,moment_matin
663,1646,3656,71567,71570,douze heures d' avance,heure,heure,1872.0,12.0,11.0,12.0,0.0,1872-12-11 12:00,1872-12-11-12-00,71.0,,,,,,heure_seule
664,1647,3660,71597,71600,c' est huit heures,heure,heure,1872.0,12.0,11.0,8.0,0.0,1872-12-11 08:00,1872-12-11-08-00,71.0,,,,,,heure_seule
665,1650,3665,71656,71658,pendant la nuit,duree,quantite,,,,,,,,,,,,,,duree_quantite
666,1651,3667,71698,71700,un instant après,relatif,datetime,1872.0,12.0,11.0,8.0,1.0,1872-12-11 08:01,1872-12-11-08-01,71.0,,,,,,offset_flou_1min
667,1653,3673,71844,71846,pendant l' hiver,duree,quantite,,,,,,,,,,,,,,duree_quantite
668,1654,3675,71928,71930,en quelques instants,moment_vague,non_instancie,,,,,,,,,,,,,,moment_vague
669,1654,3678,71976,71978,en quelques heures,heure,heure,1872.0,12.0,11.0,3.0,0.0,1872-12-11 03:00,1872-12-11-03-00,71.0,,,,,,heure_seule
670,1658,3692,72244,72246,à huit heures,heure,heure,1872.0,12.0,11.0,8.0,0.0,1872-12-11 08:00,1872-12-11-08-00,71.0,,,,,,heure_seule
671,1659,3696,72349,72351,en cinq heures,heure,heure,1872.0,12.0,11.0,5.0,0.0,1872-12-11 05:00,1872-12-11-05-00,71.0,,,,,,heure_seule
672,1659,3697,72365,72369,à une heure après midi,relatif,datetime,1872.0,12.0,11.0,6.0,0.0,1872-12-11 06:00,1872-12-11-06-00,71.0,,,,,,offset_60min
673,1663,3713,72668,72670,tout son parcours,non_parse,non_instancie,,,,,,,,,,,,,,non_parse
674,1667,3728,72929,72930,le matin,relatif,datetime,1872.0,12.0,11.0,8.0,0.0,1872-12-11 08:00,1872-12-11-08-00,71.0,,,,,,moment_matin
675,1667,3728,72938,72939,le soir,relatif,datetime,1872.0,12.0,11.0,20.0,0.0,1872-12-11 20:00,1872-12-11-20-00,71.0,,,,,,moment_soir
676,1667,3728,72953,72958,le départ du paquebot de liverpool,reference_evenement,non_instancie,,,,,,,,,,,,,,reference_evenement
677,1671,3746,73327,73328,à midi,heure,heure,1872.0,12.0,11.0,12.0,0.0,1872-12-11 12:00,1872-12-11-12-00,71.0,,,,,,heure_seule
678,1672,3748,73381,73382,une heure,heure,heure,1872.0,12.0,11.0,1.0,0.0,1872-12-11 01:00,1872-12-11-01-00,71.0,,,,,,heure_seule
679,1678,3762,73688,73690,pendant la nuit,duree,quantite,,,,,,,,,,,,,,duree_quantite
680,1678,3763,73711,73712,le lendemain,relatif,datetime,1872.0,12.0,12.0,1.0,0.0,1872-12-12 01:00,1872-12-12-01-00,72.0,,,,,,lendemain_plus_1
681,1678,3763,73716,73720,à quatre heures du soir,heure,heure,1872.0,12.0,12.0,16.0,0.0,1872-12-12 16:00,1872-12-12-16-00,72.0,,,,,,heure_seule
682,1679,3769,73864,73866,le 11 décembre,date_absolue,jour,1872.0,12.0,11.0,,,1872-12-11,1872-12-11-00-00,71.0,,,,,,date_complete
683,1679,3769,73868,73874,à onze heures un quart du soir,heure,heure,1872.0,12.0,11.0,23.0,1.0,1872-12-11 23:01,1872-12-11-23-01,71.0,,,,,,heure_seule
684,1680,3770,73928,73932,depuis quarante - cinq minutes,duree,intervalle,1872.0,12.0,11.0,23.0,1.0,1872-12-11 23:01,1872-12-11-23-01,71.0,1872-12-11 22:16,1872-12-11 23:01,45.0,minute,depuis,duree_depuis_intervalle
685,1683,3773,74049,74050,le surlendemain,relatif,datetime,1872.0,12.0,13.0,23.0,1.0,1872-12-13 23:01,1872-12-13-23-01,73.0,,,,,,lendemain_plus_2
686,1683,3773,74052,74053,14 décembre,date_absolue,jour,1872.0,12.0,14.0,,,1872-12-14,1872-12-14-00-00,74.0,,,,,,date_complete
687,1684,3775,74122,74123,le lendemain,relatif,datetime,1872.0,12.0,15.0,0.0,0.0,1872-12-15 00:00,1872-12-15-00-00,75.0,,,,,,lendemain_plus_1
688,1685,3778,74209,74211,jour par jour,frequence,non_instancie,,,,,,,,,,,,,,frequence
689,1688,3784,74355,74355,demain,relatif,datetime,1872.0,12.0,16.0,0.0,0.0,1872-12-16 00:00,1872-12-16-00-00,76.0,,,,,,lendemain_plus_1
690,1689,3788,74409,74410,la nuit,relatif,datetime,1872.0,12.0,16.0,22.0,0.0,1872-12-16 22:00,1872-12-16-22-00,76.0,,,,,,moment_nuit
691,1690,3790,74446,74447,le lendemain,relatif,datetime,1872.0,12.0,17.0,22.0,0.0,1872-12-17 22:00,1872-12-17-22-00,77.0,,,,,,lendemain_plus_1
692,1690,3790,74451,74453,le 12 décembre,date_absolue,jour,1872.0,12.0,12.0,,,1872-12-12,1872-12-12-00-00,72.0,,,,,,date_complete
693,1690,3791,74455,74456,du 12,date_absolue,jour,1872.0,12.0,12.0,,,1872-12-12,1872-12-12-00-00,72.0,,,,,,jour_seul
694,1690,3791,74458,74461,sept heures du matin,heure,heure,1872.0,12.0,12.0,7.0,0.0,1872-12-12 07:00,1872-12-12-07-00,72.0,,,,,,heure_seule
695,1690,3791,74463,74464,au 21,date_absolue,jour,1872.0,12.0,21.0,,,1872-12-21,1872-12-21-00-00,81.0,,,,,,jour_seul
696,1690,3791,74466,74473,huit heures quarante - cinq minutes du soir,heure,heure,1872.0,12.0,21.0,20.0,45.0,1872-12-21 20:45,1872-12-21-20-45,81.0,,,,,,heure_seule
697,1690,3791,74477,74485,neuf jours treize heures et quarante - cinq minutes,heure,heure,1872.0,12.0,21.0,22.0,45.0,1872-12-21 22:45,1872-12-21-22-45,81.0,,,,,,heure_seule
698,1690,3792,74493,74494,la veille,relatif,datetime,1872.0,12.0,20.0,22.0,45.0,1872-12-20 22:45,1872-12-20-22-45,80.0,,,,,,veille_moins_1
699,1692,3796,74605,74606,du matin,relatif,datetime,1872.0,12.0,20.0,8.0,0.0,1872-12-20 08:00,1872-12-20-08-00,80.0,,,,,,moment_matin
700,1702,3809,74870,74872,dans une heure,relatif,datetime,1872.0,12.0,20.0,9.0,0.0,1872-12-20 09:00,1872-12-20-09-00,80.0,,,,,,offset_60min
701,1737,3860,75320,75321,neuf heures,heure,heure,1872.0,12.0,20.0,9.0,0.0,1872-12-20 09:00,1872-12-20-09-00,80.0,,,,,,heure_seule
