chapter,Phrase,Sujet,Verbe,Objet,time_code,macro_categorie_dynamouv,categorie_base_dynamouv,aspect_lexical_dynamouv,maniere_dynamouv
,"Ce gentleman semblait devoir échouer dans sa dernière tentative, quand il aperçut, mouillé devant la Batterie, à une encablure au plus, un navire de commerce à hélice, de formes fines, dont la cheminée, laissant échapper de gros flocons de fumée, indiquait qu' il se préparait à appareiller.",,échouer,dans sa dernière tentative,1872-12-21-00-00,Dynamicité spatiale sans dpt,Ch. de disposition,télique,manière
,"Phileas Fogg héla un canot, s' y embarqua, et, en quelques coups d' aviron, il se trouvait à l' échelle de l' Henrietta, steamer à coque de fer, dont tous les hauts étaient en bois.",Phileas Fogg,embarqua,s',1872-12-21-00-00,Dpt au sens large,Dpt au sens strict,télique,
,"Phileas Fogg héla un canot, s' y embarqua, et, en quelques coups d' aviron, il se trouvait à l' échelle de l' Henrietta, steamer à coque de fer, dont tous les hauts étaient en bois.",Phileas Fogg,embarqua,y,1872-12-21-00-00,Dpt au sens large,Dpt au sens strict,télique,
,Phileas Fogg monta sur le pont et fit demander le capitaine.,Phileas Fogg,monta,sur le pont,1872-12-21-00-00,Dpt au sens large,Dpt au sens faible,atélique,
,- Vous allez partir?…,Vous,allez,,1872-12-21-00-00,Dpt au sens large,Dpt au sens strict,télique,
,"Je suis en partance pour Bordeaux, et je vais à Bordeaux.",je,vais,à Bordeaux,1872-12-20-09-00,Dpt au sens large,Dpt au sens strict,télique,
,"Le capitaine Speedy commença à se gratter le front, comme s' il eût voulu en arracher l' épiderme.",Le capitaine Speedy,gratter,se,1872-12-20-09-00,Dpt au sens large,Dpt au sens strict,télique,
,"Le capitaine Speedy commença à se gratter le front, comme s' il eût voulu en arracher l' épiderme.",Le capitaine Speedy,gratter,le front,1872-12-20-09-00,Dpt au sens large,Dpt au sens strict,télique,
,"Aouda, Passepartout, et même l' inséparable Fix, auquel il offrait gracieusement le passage, cela fut fait par le gentleman avec ce calme qui ne l' abandonnait en aucune circonstance.",qui,abandonnait,l',1872-12-20-08-30,Dpt au sens large,Dpt au sens strict,télique,
,"En effet, en arrivant et en admettant que le sieur Fogg n' en jetât pas encore quelques poignées à la mer, plus de sept mille livres( 175 000 F) manqueraient au sac à bank - notes!",le sieur Fogg,jetât,en,1872-12-20-08-30,Dpt au sens large,Dpt au sens faible,atélique,manière
,"En effet, en arrivant et en admettant que le sieur Fogg n' en jetât pas encore quelques poignées à la mer, plus de sept mille livres( 175 000 F) manqueraient au sac à bank - notes!",le sieur Fogg,jetât,quelques poignées,1872-12-20-08-30,Dpt au sens large,Dpt au sens faible,atélique,manière
,"En effet, en arrivant et en admettant que le sieur Fogg n' en jetât pas encore quelques poignées à la mer, plus de sept mille livres( 175 000 F) manqueraient au sac à bank - notes!",le sieur Fogg,jetât,à la mer,1872-12-20-08-30,Dpt au sens large,Dpt au sens faible,atélique,manière
,"En effet, en arrivant et en admettant que le sieur Fogg n' en jetât pas encore quelques poignées à la mer, plus de sept mille livres( 175 000 F) manqueraient au sac à bank - notes!",le sieur Fogg,jetât,", plus de sept mille livres 175 000 F",1872-12-20-08-30,Dpt au sens large,Dpt au sens faible,atélique,manière
,"Le lendemain, 13 décembre, à midi, un homme monta sur la passerelle pour faire le point.",un homme,monta,Le lendemain,1872-12-21-09-30,Dpt au sens large,Dpt au sens faible,atélique,
,"Le lendemain, 13 décembre, à midi, un homme monta sur la passerelle pour faire le point.",un homme,monta,13 décembre,1872-12-21-12-00,Dpt au sens large,Dpt au sens faible,atélique,
,"Le lendemain, 13 décembre, à midi, un homme monta sur la passerelle pour faire le point.",un homme,monta,à midi,1872-12-21-12-00,Dpt au sens large,Dpt au sens faible,atélique,
,"Le lendemain, 13 décembre, à midi, un homme monta sur la passerelle pour faire le point.",un homme,monta,sur la passerelle,1872-12-21-12-00,Dpt au sens large,Dpt au sens faible,atélique,
,"Phileas Fogg voulait aller à Liverpool, le capitaine ne voulait pas l' y conduire.",Phileas Fogg,aller,à Liverpool,1872-12-21-12-00,Dpt au sens large,Dpt au sens strict,télique,
,"Le 13, on passe sur la queue du banc de Terre - Neuve.",on,passe,Le 13,1872-12-13-00-00,Dpt au sens large,Dpt au sens strict,télique,
,"Le 13, on passe sur la queue du banc de Terre - Neuve.",on,passe,sur la queue du banc de Terre-Neuve,1872-12-13-00-00,Dpt au sens large,Dpt au sens strict,télique,
,"Mr. Fogg, afin de ne point s' écarter de sa route, dut serrer ses voiles et forcer de vapeur.",,serrer,ses voiles,1872-12-12-00-00,Dynamicité spatiale sans dpt,Simple ch. de relation,télique,
,"L' Henrietta, quand elle ne pouvait s' élever à la lame, passait au travers, et son pont était balayé en grand, mais elle passait.",son pont,balayé,,1872-12-12-00-00,Dpt au sens large,Dpt au sens faible,atélique,manière
,"Or, ce jour -là, le mécanicien étant monté sur le pont, rencontra Mr. Fogg et s' entretint assez vivement avec lui.",le mécanicien,rencontra,ce jour,1872-12-16-00-00,Mouvement inféré,,télique,
,"Or, ce jour -là, le mécanicien étant monté sur le pont, rencontra Mr. Fogg et s' entretint assez vivement avec lui.",le mécanicien,rencontra,-là,1872-12-16-00-00,Mouvement inféré,,télique,
,"Or, ce jour -là, le mécanicien étant monté sur le pont, rencontra Mr. Fogg et s' entretint assez vivement avec lui.",le mécanicien,rencontra,Mr. Fogg,1872-12-16-00-00,Mouvement inféré,,télique,
,«Vous êtes certain de ce que vous avancez?,vous,avancez,que,1872-12-16-00-00,Dpt au sens large,Dpt au sens faible,atélique,
,"N' oubliez pas que, depuis notre départ, nous chauffons avec tous nos fourneaux allumés, et si nous avions assez de charbon pour aller à petite vapeur de New York à Bordeaux, nous n' en avons pas assez pour aller à toute vapeur de New York à Liverpool!",nous,aller,à petite vapeur de New York à Bordeaux,1872-12-16-00-00,Dpt au sens large,Dpt au sens strict,télique,
,"N' oubliez pas que, depuis notre départ, nous chauffons avec tous nos fourneaux allumés, et si nous avions assez de charbon pour aller à petite vapeur de New York à Bordeaux, nous n' en avons pas assez pour aller à toute vapeur de New York à Liverpool!",nous,aller,à toute vapeur de New York,1872-12-16-00-00,Dpt au sens large,Dpt au sens strict,télique,
,"N' oubliez pas que, depuis notre départ, nous chauffons avec tous nos fourneaux allumés, et si nous avions assez de charbon pour aller à petite vapeur de New York à Bordeaux, nous n' en avons pas assez pour aller à toute vapeur de New York à Liverpool!",nous,aller,à Liverpool,1872-12-16-00-00,Dpt au sens large,Dpt au sens strict,télique,
,"Et ayant rencontré Fix, il ne put s' empêcher de le mettre au courant de la situation.",il,rencontré,Fix,1872-12-16-00-00,Mouvement inféré,,télique,
,"«Alors, lui répondit l' agent les dents serrées, vous croyez que nous allons à Liverpool!",nous,allons,à Liverpool,1872-12-16-00-00,Dpt au sens large,Dpt au sens strict,télique,
,"» répondit l' inspecteur, qui s' en alla, haussant les épaules.",qui,alla,s',1872-12-16-00-00,Dpt au sens large,Dpt au sens strict,télique,
,"» répondit l' inspecteur, qui s' en alla, haussant les épaules.",qui,alla,en,1872-12-16-00-00,Dpt au sens large,Dpt au sens strict,télique,
,"Passepartout fut sur le point de relever vertement le qualificatif, dont il ne pouvait d' ailleurs comprendre la vraie signification; mais il se dit que l' infortuné Fix devait être très désappointé, très humilié dans son amour - propre, après avoir si maladroitement suivi une fausse piste autour du monde, et il passa condamnation.",l'infortuné Fix,suivi,une fausse piste,1872-12-16-00-00,Dpt au sens large,Dpt au sens faible,atélique,
,"Passepartout fut sur le point de relever vertement le qualificatif, dont il ne pouvait d' ailleurs comprendre la vraie signification; mais il se dit que l' infortuné Fix devait être très désappointé, très humilié dans son amour - propre, après avoir si maladroitement suivi une fausse piste autour du monde, et il passa condamnation.",il,passa,condamnation,1872-12-16-00-00,Dpt au sens large,Dpt au sens strict,télique,
,"Cependant, il paraît que le flegmatique gentleman en prit un, car le soir même il fit venir le mécanicien et lui dit:",le flegmatique gentleman,venir,le mécanicien,1872-12-16-20-00,Dpt au sens large,Dpt au sens strict,télique,
,"Ce jour -là, vers midi, après avoir pris hauteur et calculé la position du navire, Phileas Fogg fit venir Passepartout, et il lui donna l' ordre d' aller chercher le capitaine Speedy.",Phileas Fogg,venir,Ce jour,1872-12-18-12-00,Dpt au sens large,Dpt au sens strict,télique,
,"Ce jour -là, vers midi, après avoir pris hauteur et calculé la position du navire, Phileas Fogg fit venir Passepartout, et il lui donna l' ordre d' aller chercher le capitaine Speedy.",Phileas Fogg,venir,-là,1872-12-18-12-00,Dpt au sens large,Dpt au sens strict,télique,
,"Ce jour -là, vers midi, après avoir pris hauteur et calculé la position du navire, Phileas Fogg fit venir Passepartout, et il lui donna l' ordre d' aller chercher le capitaine Speedy.",Phileas Fogg,venir,vers midi,1872-12-18-12-00,Dpt au sens large,Dpt au sens strict,télique,
,"Ce jour -là, vers midi, après avoir pris hauteur et calculé la position du navire, Phileas Fogg fit venir Passepartout, et il lui donna l' ordre d' aller chercher le capitaine Speedy.",Phileas Fogg,venir,Passepartout,1872-12-18-12-00,Dpt au sens large,Dpt au sens strict,télique,
,"C' était comme si on eût commandé à ce brave garçon d' aller déchaîner un tigre, et il descendit dans la dunette, se disant:",il,descendit,dans la dunette,1872-12-18-12-00,Dpt au sens large,Dpt au sens faible,atélique,
,"» telles furent les premières paroles qu' il prononça au milieu des suffocations de la colère, et certes, pour peu que le digne homme eût été apoplectique, il n' en serait jamais revenu.",il,revenu,en,1872-12-18-12-00,Dpt au sens large,Dpt au sens strict,télique,
,"- Je vous ai fait venir, monsieur…",Je,venir,vous,1872-12-18-12-00,Dpt au sens large,Dpt au sens strict,télique,
,- C' est que je vais être obligé de le brûler.,je,vais,,1872-12-18-12-00,Dpt au sens large,Dpt au sens strict,télique,
,- C' est que je vais être obligé de le brûler.,,brûler,le,1872-12-18-12-00,Dpt au sens large,Dpt au sens strict,télique,manière
,- Brûler mon navire!,,Brûler,mon navire,1872-12-18-12-00,Dpt au sens large,Dpt au sens strict,télique,manière
,"- Brûler mon navire! s' écria le capitaine Speedy, qui ne pouvait même plus prononcer les syllabes.",,Brûler,mon navire,1872-12-18-12-00,Dpt au sens large,Dpt au sens strict,télique,manière
,"Et Andrew Speedy, saisissant la liasse de bank - notes, les compta et les fit disparaître dans sa poche.",Andrew Speedy,disparaître,les,1872-12-18-12-00,Dpt au sens large,Dpt au sens strict,télique,
,"Et Andrew Speedy, saisissant la liasse de bank - notes, les compta et les fit disparaître dans sa poche.",Andrew Speedy,disparaître,dans sa poche,1872-12-18-12-00,Dpt au sens large,Dpt au sens strict,télique,
,"Près de vingt mille livres dépensées, et encore ce Fogg qui abandonnait à son vendeur la coque et la machine, c' est - à - dire presque la valeur totale du navire!",qui,abandonnait,à son vendeur,1872-12-18-12-00,Dpt au sens large,Dpt au sens strict,télique,
,"Près de vingt mille livres dépensées, et encore ce Fogg qui abandonnait à son vendeur la coque et la machine, c' est - à - dire presque la valeur totale du navire!",qui,abandonnait,la coque et la machine,1872-12-18-12-00,Dpt au sens large,Dpt au sens strict,télique,
,"- Et j' ai bien fait, par les cinquante mille diables de l' enfer, s' écria Andrew Speedy, puisque j' y gagne au moins quarante mille dollars.",j',gagne,y,1872-12-18-12-00,Dpt au sens large,Dpt au sens strict,télique,
,"- Et j' ai bien fait, par les cinquante mille diables de l' enfer, s' écria Andrew Speedy, puisque j' y gagne au moins quarante mille dollars.",j',gagne,au moins quarante mille dollars,1872-12-18-12-00,Dpt au sens large,Dpt au sens strict,télique,
,"Et après avoir fait à son passager ce qu' il croyait être un compliment, il s' en allait, quand Phileas Fogg lui dit:",il,allait,s',1872-12-18-12-00,Dpt au sens large,Dpt au sens strict,télique,
,"Et après avoir fait à son passager ce qu' il croyait être un compliment, il s' en allait, quand Phileas Fogg lui dit:",il,allait,en,1872-12-18-12-00,Dpt au sens large,Dpt au sens strict,télique,
,"Le lendemain, 19 décembre, on brûla la mâture, les dromes, les esparres.",on,brûla,Le lendemain,1872-12-22-20-45,Dpt au sens large,Dpt au sens strict,télique,manière
,"Le lendemain, 19 décembre, on brûla la mâture, les dromes, les esparres.",on,brûla,19 décembre,1872-12-19-00-00,Dpt au sens large,Dpt au sens strict,télique,manière
,"Le lendemain, 19 décembre, on brûla la mâture, les dromes, les esparres.",on,brûla,la mâture les dromes les esparres,1872-12-19-00-00,Dpt au sens large,Dpt au sens strict,télique,manière
,Phileas Fogg n' avait plus que vingt-quatre heures pour atteindre Londres!,Phileas Fogg,atteindre,Londres,1872-12-20-22-00,Dpt au sens large,Dpt au sens strict,télique,
,- Pouvons -nous entrer dans le port?,-nous,entrer,dans le port,1872-12-20-22-00,Dpt au sens large,Dpt au sens strict,télique,
,"» répondit tranquillement Phileas Fogg, sans laisser voir sur son visage que, par une suprême inspiration, il allait tenter de vaincre encore une fois la chance contraire!",il,allait,par une suprême inspiration,1872-12-21-01-00,Dpt au sens large,Dpt au sens strict,télique,
,"Ces douze heures que gagnait ainsi le courrier d' Amérique, Phileas Fogg prétendait les gagner aussi.",Phileas Fogg,gagner,les,1872-12-21-12-00,Dpt au sens large,Dpt au sens strict,télique,
,Les passagers débarquèrent aussitôt.,Les passagers,débarquèrent,,1872-12-22-01-00,Dpt au sens large,Dpt au sens strict,télique,manière
,Était -il revenu sur le compte de Mr. Fogg?,-il,revenu,sur le compte de Mr. Fogg,1872-12-22-01-00,Dpt au sens large,Dpt au sens strict,télique,
,"Toutefois, Fix n' abandonna pas Mr. Fogg.",Fix,abandonna,Mr. Fogg,1872-12-22-01-00,Dpt au sens large,Dpt au sens strict,télique,
,"Aouda, avec Passepartout, qui ne prenait plus le temps de respirer, il montait dans le train de Queenstown à une heure et demi du matin, arrivait à Dublin au jour naissant, et s' embarquait aussitôt sur un des steamers- vrais fuseaux d' acier, tout en machine - qui, dédaignant de s' élever à la lame, passent invariablement au travers.",il,montait,dans le train de Queenstown,1872-12-22-01-30,Dpt au sens large,Dpt au sens faible,atélique,
,"Aouda, avec Passepartout, qui ne prenait plus le temps de respirer, il montait dans le train de Queenstown à une heure et demi du matin, arrivait à Dublin au jour naissant, et s' embarquait aussitôt sur un des steamers- vrais fuseaux d' acier, tout en machine - qui, dédaignant de s' élever à la lame, passent invariablement au travers.",il,montait,à une heure et demi du matin,1872-12-22-01-30,Dpt au sens large,Dpt au sens faible,atélique,
,"Aouda, avec Passepartout, qui ne prenait plus le temps de respirer, il montait dans le train de Queenstown à une heure et demi du matin, arrivait à Dublin au jour naissant, et s' embarquait aussitôt sur un des steamers- vrais fuseaux d' acier, tout en machine - qui, dédaignant de s' élever à la lame, passent invariablement au travers.",il,arrivait,à Dublin,,Dpt au sens large,Dpt au sens strict,télique,
,"Aouda, avec Passepartout, qui ne prenait plus le temps de respirer, il montait dans le train de Queenstown à une heure et demi du matin, arrivait à Dublin au jour naissant, et s' embarquait aussitôt sur un des steamers- vrais fuseaux d' acier, tout en machine - qui, dédaignant de s' élever à la lame, passent invariablement au travers.",il,arrivait,au jour naissant,,Dpt au sens large,Dpt au sens strict,télique,
,"Aouda, avec Passepartout, qui ne prenait plus le temps de respirer, il montait dans le train de Queenstown à une heure et demi du matin, arrivait à Dublin au jour naissant, et s' embarquait aussitôt sur un des steamers- vrais fuseaux d' acier, tout en machine - qui, dédaignant de s' élever à la lame, passent invariablement au travers.",il,embarquait,s',1872-12-22-01-30,Dpt au sens large,Dpt au sens strict,télique,
,"Aouda, avec Passepartout, qui ne prenait plus le temps de respirer, il montait dans le train de Queenstown à une heure et demi du matin, arrivait à Dublin au jour naissant, et s' embarquait aussitôt sur un des steamers- vrais fuseaux d' acier, tout en machine - qui, dédaignant de s' élever à la lame, passent invariablement au travers.",il,embarquait,sur un des steamers-vrais fuseaux d'acier tout en machine-qui,1872-12-22-01-30,Dpt au sens large,Dpt au sens strict,télique,
,"À midi moins vingt, le 21 décembre, Phileas Fogg débarquait enfin sur le quai de Liverpool.",Phileas Fogg,débarquait,À midi moins vingt,1872-12-22-11-40,Dpt au sens large,Dpt au sens strict,télique,manière
,"À midi moins vingt, le 21 décembre, Phileas Fogg débarquait enfin sur le quai de Liverpool.",Phileas Fogg,débarquait,le 21 décembre,1872-12-21-00-00,Dpt au sens large,Dpt au sens strict,télique,manière
,"À midi moins vingt, le 21 décembre, Phileas Fogg débarquait enfin sur le quai de Liverpool.",Phileas Fogg,débarquait,sur le quai de Liverpool,1872-12-21-00-00,Dpt au sens large,Dpt au sens strict,télique,manière
,"Mais à ce moment, Fix s' approcha, lui mit la main sur l' épaule, et, exhibant son mandat:",Fix,approcha,à ce moment,1872-12-21-00-00,Dpt au sens large,Dpt au sens strict,télique,
,"Mais à ce moment, Fix s' approcha, lui mit la main sur l' épaule, et, exhibant son mandat:",Fix,approcha,s',1872-12-21-00-00,Dpt au sens large,Dpt au sens strict,télique,
,"On l' avait enfermé dans le poste de Custom - house, la douane de Liverpool, et il devait y passer la nuit en attendant son transfèrement à Londres.",il,passer,y,1872-12-21-22-00,Dpt au sens large,Dpt au sens strict,télique,
,"On l' avait enfermé dans le poste de Custom - house, la douane de Liverpool, et il devait y passer la nuit en attendant son transfèrement à Londres.",il,passer,la nuit,1872-12-21-22-00,Dpt au sens large,Dpt au sens strict,télique,
,"Mais alors une pensée vint à Passepartout, cette pensée terrible qu' il était décidément la cause de tout ce malheur!",une pensée,vint,à Passepartout,1872-12-21-00-00,Dpt au sens large,Dpt au sens strict,télique,
,"Mais alors une pensée vint à Passepartout, cette pensée terrible qu' il était décidément la cause de tout ce malheur!",une pensée,vint,cette pensée terrible qu'il était décidément la cause de tout ce malheur,1872-12-21-00-00,Dpt au sens large,Dpt au sens strict,télique,
,"Quant à ce gentleman, il était bien et dûment ruiné, et cela au moment où il allait atteindre son but.",il,allait,où,1872-12-21-22-00,Dpt au sens large,Dpt au sens strict,télique,
,"Quant à ce gentleman, il était bien et dûment ruiné, et cela au moment où il allait atteindre son but.",il,atteindre,son but,1872-12-21-22-00,Dpt au sens large,Dpt au sens strict,télique,
,"Arrivé à midi moins vingt à Liverpool, le 21 décembre, il avait jusqu' à huit heures quarante - cinq minutes pour se présenter au Reform - Club, soit neuf heures quinze minutes, et il ne lui en fallait que six pour atteindre Londres.",il,Arrivé,à midi,1872-12-21-11-40,Dpt au sens large,Dpt au sens strict,télique,
,"Arrivé à midi moins vingt à Liverpool, le 21 décembre, il avait jusqu' à huit heures quarante - cinq minutes pour se présenter au Reform - Club, soit neuf heures quinze minutes, et il ne lui en fallait que six pour atteindre Londres.",il,Arrivé,moins vingt,1872-12-21-11-40,Dpt au sens large,Dpt au sens strict,télique,
,"Arrivé à midi moins vingt à Liverpool, le 21 décembre, il avait jusqu' à huit heures quarante - cinq minutes pour se présenter au Reform - Club, soit neuf heures quinze minutes, et il ne lui en fallait que six pour atteindre Londres.",il,Arrivé,à Liverpool,1872-12-21-11-40,Dpt au sens large,Dpt au sens strict,télique,
,"Quoi qu' il en soit, Mr. Fogg avait soigneusement posé sa montre sur une table et il en regardait les aiguilles marcher.",il,marcher,,1872-12-21-08-45,Dpt au sens large,Dpt au sens faible,atélique,manière
,"Pas une parole ne s' échappait de ses lèvres, mais son regard avait une fixité singulière.",une parole,échappait,de ses lèvres,1872-12-21-08-45,Dpt au sens large,Dpt au sens strict,télique,manière
,"Il vint donc se rasseoir, et il tira de son portefeuille l' itinéraire du voyage.",Il,vint,,1872-12-21-08-45,Dpt au sens large,Dpt au sens strict,télique,
,Mr. Fogg constata que sa montre avançait de deux minutes sur cette horloge.,sa montre,avançait,de deux minutes,1872-12-21-01-00,Dpt au sens large,Dpt au sens faible,atélique,
,Mr. Fogg constata que sa montre avançait de deux minutes sur cette horloge.,sa montre,avançait,sur cette horloge,1872-12-21-01-00,Dpt au sens large,Dpt au sens faible,atélique,
,"En admettant qu' il montât en ce moment dans un express, il pouvait encore arriver à Londres et au Reform - Club avant huit heures quarante - cinq du soir.",il,montât,en ce moment,1872-12-21-02-00,Dpt au sens large,Dpt au sens faible,atélique,
,"En admettant qu' il montât en ce moment dans un express, il pouvait encore arriver à Londres et au Reform - Club avant huit heures quarante - cinq du soir.",il,montât,dans un express,1872-12-21-02-00,Dpt au sens large,Dpt au sens faible,atélique,
,"En admettant qu' il montât en ce moment dans un express, il pouvait encore arriver à Londres et au Reform - Club avant huit heures quarante - cinq du soir.",il,arriver,à Londres et au Reform-Club,1872-12-21-10-00,Dpt au sens large,Dpt au sens strict,télique,
,"En admettant qu' il montât en ce moment dans un express, il pouvait encore arriver à Londres et au Reform - Club avant huit heures quarante - cinq du soir.",il,arriver,avant huit heures quarante-cinq du soir,1872-12-21-10-00,Dpt au sens large,Dpt au sens strict,télique,
,Son front se plissa légèrement…,Son front,plissa,,1872-12-21-02-00,Dynamicité spatiale sans dpt,Ch. de disposition,atélique,manière
,Il alla au détective.,Il,alla,au détective,1872-12-21-02-33,Dpt au sens large,Dpt au sens strict,télique,
,"Il le regarda bien en face, et, faisant le seul mouvement rapide qu' il eût jamais fait eût qu' il dût jamais faire de sa vie, il ramena ses deux bras en arrière, puis, avec la précision d' un automate, il frappa de ses deux poings le malheureux inspecteur.",il,frappa,avec la précision d'un automate,1872-12-21-02-33,Dynamicité spatiale sans dpt,Simple ch. de relation,télique,manière
,"Il le regarda bien en face, et, faisant le seul mouvement rapide qu' il eût jamais fait eût qu' il dût jamais faire de sa vie, il ramena ses deux bras en arrière, puis, avec la précision d' un automate, il frappa de ses deux poings le malheureux inspecteur.",il,frappa,de ses deux poings,1872-12-21-02-33,Dynamicité spatiale sans dpt,Simple ch. de relation,télique,manière
,"Il le regarda bien en face, et, faisant le seul mouvement rapide qu' il eût jamais fait eût qu' il dût jamais faire de sa vie, il ramena ses deux bras en arrière, puis, avec la précision d' un automate, il frappa de ses deux poings le malheureux inspecteur.",il,frappa,le malheureux inspecteur,1872-12-21-02-33,Dynamicité spatiale sans dpt,Simple ch. de relation,télique,manière
,"Ils se jetèrent dans une voiture, et, en quelques minutes, ils arrivèrent à la gare de Liverpool.",Ils,jetèrent,se,1872-12-21-02-33,Dpt au sens large,Dpt au sens faible,atélique,manière
