triplet_row,triplet_id,Num_paragr,Num_phrase,chapter,verbe,lemme_verbe,est_verbe_deplacement,lieu_entity_id,lieu_texte,lieu_normalise,lieu_id_auto,niveau_lieu,lieu_cat,prep_lieu,relation_lieu,lien_triptyque_lieu,distance_verbe_lieu,head_dependency_relation,head_syntactic_head_ID
466,466,41,131,2.0,mettait,mettre,False,87,l' une,une,lieu_precis::une,lieu_precis,FAC,,cadre,ud_ancetre_verbe,7,appos,3406
467,467,41,131,2.0,mettait,mettre,False,85,le reform - club,reform - club,lieu_precis::reform club,lieu_precis,FAC,,cadre,sujet,4,nsubj,3401
467,467,41,131,2.0,mettait,mettre,False,86,deux bibliothèques,deux bibliothèques,lieu_precis::deux bibliotheques,lieu_precis,FAC,a,cadre,objet,4,obj,3401
467,467,41,131,2.0,mettait,mettre,False,87,l' une,une,lieu_precis::une,lieu_precis,FAC,,cadre,objet,7,appos,3406
474,474,42,135,2.0,examiné,examiner,False,91,cette demeure,cette demeure,lieu_precis::cette demeure,lieu_precis,FAC,,cadre,objet,1,obj,3476
475,475,42,135,2.0,examiné,examiner,False,91,cette demeure,cette demeure,lieu_precis::cette demeure,lieu_precis,FAC,,cadre,ud_ancetre_verbe,1,obj,3476
476,476,42,135,2.0,frotta,frotter,False,91,cette demeure,cette demeure,lieu_precis::cette demeure,lieu_precis,FAC,,cadre,ud_ancetre_verbe,7,obj,3476
477,477,42,135,2.0,frotta,frotter,False,91,cette demeure,cette demeure,lieu_precis::cette demeure,lieu_precis,FAC,,cadre,ud_ancetre_verbe,7,obj,3476
486,486,44,141,3.0,quitté,quitter,True,92,sa maison de saville - row,sa maison de saville - row,lieu_precis::sa maison de saville row,lieu_precis,FAC,,source,objet,1,obj,3545
486,486,44,141,3.0,quitté,quitter,True,93,saville - row,saville - row,lieu_precis::saville row,lieu_precis,FAC,de,source,objet,4,nmod,3547
486,486,44,141,3.0,quitté,quitter,True,94,au reform - club,reform - club,lieu_precis::reform club,lieu_precis,FAC,au,source,ud_ancetre_verbe,44,obl:arg,3588
486,486,44,141,3.0,quitté,quitter,True,95,vaste édifice,vaste édifice,lieu_precis::vaste edifice,lieu_precis,FAC,,source,ud_ancetre_verbe,49,appos,3588
487,487,44,141,3.0,quitté,quitter,True,92,sa maison de saville - row,sa maison de saville - row,lieu_precis::sa maison de saville row,lieu_precis,FAC,,source,ud_ancetre_verbe,1,obj,3545
487,487,44,141,3.0,quitté,quitter,True,93,saville - row,saville - row,lieu_precis::saville row,lieu_precis,FAC,de,source,ud_ancetre_verbe,4,nmod,3547
487,487,44,141,3.0,quitté,quitter,True,94,au reform - club,reform - club,lieu_precis::reform club,lieu_precis,FAC,au,source,ud_ancetre_verbe,44,obl:arg,3588
487,487,44,141,3.0,quitté,quitter,True,95,vaste édifice,vaste édifice,lieu_precis::vaste edifice,lieu_precis,FAC,,source,ud_ancetre_verbe,49,appos,3588
491,491,44,141,3.0,arriva,arriver,True,94,au reform - club,reform - club,lieu_precis::reform club,lieu_precis,FAC,au,destination,objet,1,obl:arg,3588
491,491,44,141,3.0,arriva,arriver,True,95,vaste édifice,vaste édifice,lieu_precis::vaste edifice,lieu_precis,FAC,,destination,ud_ancetre_verbe,6,appos,3588
491,491,44,141,3.0,arriva,arriver,True,96,pall - mall,pall - mall,lieu_precis::pall mall,lieu_precis,FAC,dans,destination,ud_ancetre_verbe,11,obl:mod,3597
492,492,44,141,3.0,élevé,élever,False,96,pall - mall,pall - mall,lieu_precis::pall mall,lieu_precis,FAC,dans,cadre,objet,2,obl:mod,3597
493,493,44,141,3.0,élevé,élever,False,96,pall - mall,pall - mall,lieu_precis::pall mall,lieu_precis,FAC,dans,cadre,objet,2,obl:mod,3597
494,494,44,141,3.0,élevé,élever,False,96,pall - mall,pall - mall,lieu_precis::pall mall,lieu_precis,FAC,dans,cadre,objet,2,obl:mod,3597
497,497,45,142,3.0,rendit,rendre,False,98,la salle à manger,salle à manger,lieu_precis::salle a manger,lieu_precis,FAC,a,cadre,ud_ancetre_verbe,3,obl:arg,3618
497,497,45,142,3.0,rendit,rendre,False,100,un beau jardin aux arbres déjà dorés par l' automne,beau jardin aux arbres déjà dorés par l' automne,lieu_precis::beau jardin aux arbres deja dores par l' automne,lieu_precis,FAC,sur,cadre,ud_ancetre_verbe,15,obl:arg,3631
498,498,45,142,3.0,rendit,rendre,False,98,la salle à manger,salle à manger,lieu_precis::salle a manger,lieu_precis,FAC,a,cadre,objet,3,obl:arg,3618
498,498,45,142,3.0,rendit,rendre,False,100,un beau jardin aux arbres déjà dorés par l' automne,beau jardin aux arbres déjà dorés par l' automne,lieu_precis::beau jardin aux arbres deja dores par l' automne,lieu_precis,FAC,sur,cadre,ud_ancetre_verbe,15,obl:arg,3631
499,499,45,142,3.0,ouvraient,ouvrir,False,100,un beau jardin aux arbres déjà dorés par l' automne,beau jardin aux arbres déjà dorés par l' automne,lieu_precis::beau jardin aux arbres deja dores par l' automne,lieu_precis,FAC,sur,cadre,ud_ancetre_verbe,2,obl:arg,3631
500,500,45,142,3.0,ouvraient,ouvrir,False,100,un beau jardin aux arbres déjà dorés par l' automne,beau jardin aux arbres déjà dorés par l' automne,lieu_precis::beau jardin aux arbres deja dores par l' automne,lieu_precis,FAC,sur,cadre,objet,2,obl:arg,3631
501,501,45,142,3.0,dorés,dorer,False,100,un beau jardin aux arbres déjà dorés par l' automne,beau jardin aux arbres déjà dorés par l' automne,lieu_precis::beau jardin aux arbres deja dores par l' automne,lieu_precis,FAC,sur,cadre,objet,6,obl:arg,3631
502,502,45,143,3.0,prit,prendre,False,101,là,là,lieu_precis::la,lieu_precis,FAC,,cadre,ud_ancetre_verbe,3,advmod,3647
503,503,45,143,3.0,prit,prendre,False,101,là,là,lieu_precis::la,lieu_precis,FAC,,cadre,ud_ancetre_verbe,3,advmod,3647
515,515,46,145,3.0,leva,lever,False,102,le grand salon,grand salon,lieu_precis::grand salon,lieu_precis,FAC,vers,destination,ud_ancetre_verbe,5,obl:arg,3746
515,515,46,145,3.0,leva,lever,False,103,somptueuse pièce,somptueuse pièce,lieu_precis::somptueuse piece,lieu_precis,FAC,,cadre,ud_ancetre_verbe,9,appos,3750
516,516,46,145,3.0,leva,lever,False,102,le grand salon,grand salon,lieu_precis::grand salon,lieu_precis,FAC,vers,destination,ud_ancetre_verbe,5,obl:arg,3746
516,516,46,145,3.0,leva,lever,False,103,somptueuse pièce,somptueuse pièce,lieu_precis::somptueuse piece,lieu_precis,FAC,,cadre,ud_ancetre_verbe,9,appos,3750
517,517,46,145,3.0,dirigea,diriger,False,102,le grand salon,grand salon,lieu_precis::grand salon,lieu_precis,FAC,vers,destination,ud_ancetre_verbe,2,obl:arg,3746
517,517,46,145,3.0,dirigea,diriger,False,103,somptueuse pièce,somptueuse pièce,lieu_precis::somptueuse piece,lieu_precis,FAC,,cadre,ud_ancetre_verbe,6,appos,3750
518,518,46,145,3.0,dirigea,diriger,False,102,le grand salon,grand salon,lieu_precis::grand salon,lieu_precis,FAC,vers,destination,objet,2,obl:arg,3746
518,518,46,145,3.0,dirigea,diriger,False,103,somptueuse pièce,somptueuse pièce,lieu_precis::somptueuse piece,lieu_precis,FAC,,cadre,objet,6,appos,3750
521,521,46,146,3.0,remit,remettre,False,104,là,là,lieu_precis::la,lieu_precis,FAC,,cadre,ud_ancetre_verbe,5,advmod,3766
522,522,46,146,3.0,remit,remettre,False,104,là,là,lieu_precis::la,lieu_precis,FAC,,cadre,ud_ancetre_verbe,5,advmod,3766
523,523,46,146,3.0,coupé,couper,True,104,là,là,lieu_precis::la,lieu_precis,FAC,,cadre,phrase_proche_deplacement,9,advmod,3766
528,528,46,147,3.0,occupa,occuper,False,105,du standard,standard,lieu_precis::standard,lieu_precis,FAC,de,source,ud_ancetre_verbe,13,nmod,3811
529,529,46,147,3.0,occupa,occuper,False,105,du standard,standard,lieu_precis::standard,lieu_precis,FAC,de,source,ud_ancetre_verbe,13,nmod,3811
531,531,46,147,3.0,dura,durer,False,105,du standard,standard,lieu_precis::standard,lieu_precis,FAC,de,source,sujet,7,nmod,3811
535,535,47,149,3.0,reparut,reparaître,True,106,le grand salon,grand salon,lieu_precis::grand salon,lieu_precis,FAC,dans,destination,ud_ancetre_verbe,2,obl:arg,3853
536,536,47,149,3.0,reparut,reparaître,True,106,le grand salon,grand salon,lieu_precis::grand salon,lieu_precis,FAC,dans,destination,objet,2,obl:arg,3853
557,557,51,155,3.0,envoyés,envoyer,False,110,amérique,amérique,toponyme::amerique,toponyme,GPE,en,cadre,objet,2,obl:arg,4034
557,557,51,155,3.0,envoyés,envoyer,False,111,europe,europe,toponyme::europe,toponyme,GPE,en,cadre,objet,5,conj,4036
557,557,51,155,3.0,envoyés,envoyer,False,112,tous les principaux ports d' embarquement et de débarquement,tous les principaux ports d' embarquement et de débarquement,vehicule::tous les principaux ports d' embarquement et de debarquement,vehicule,FAC,dans,cadre,ud_ancetre_verbe,8,obl:mod,4034
557,557,51,155,3.0,envoyés,envoyer,False,113,les principaux ports d' embarquement,s principaux ports d' embarquement,vehicule::s principaux ports d' embarquement,vehicule,LOC,dans,cadre,ud_ancetre_verbe,9,obl:mod,4034
558,558,51,155,3.0,envoyés,envoyer,False,110,amérique,amérique,toponyme::amerique,toponyme,GPE,en,cadre,ud_ancetre_verbe,2,obl:arg,4034
558,558,51,155,3.0,envoyés,envoyer,False,111,europe,europe,toponyme::europe,toponyme,GPE,en,cadre,ud_ancetre_verbe,5,conj,4036
558,558,51,155,3.0,envoyés,envoyer,False,112,tous les principaux ports d' embarquement et de débarquement,tous les principaux ports d' embarquement et de débarquement,vehicule::tous les principaux ports d' embarquement et de debarquement,vehicule,FAC,dans,cadre,objet,8,obl:mod,4034
558,558,51,155,3.0,envoyés,envoyer,False,113,les principaux ports d' embarquement,s principaux ports d' embarquement,vehicule::s principaux ports d' embarquement,vehicule,LOC,dans,cadre,objet,9,obl:mod,4034
559,559,51,155,3.0,envoyés,envoyer,False,110,amérique,amérique,toponyme::amerique,toponyme,GPE,en,cadre,ud_ancetre_verbe,2,obl:arg,4034
559,559,51,155,3.0,envoyés,envoyer,False,111,europe,europe,toponyme::europe,toponyme,GPE,en,cadre,ud_ancetre_verbe,5,conj,4036
559,559,51,155,3.0,envoyés,envoyer,False,112,tous les principaux ports d' embarquement et de débarquement,tous les principaux ports d' embarquement et de débarquement,vehicule::tous les principaux ports d' embarquement et de debarquement,vehicule,FAC,dans,cadre,ud_ancetre_verbe,8,obl:mod,4034
559,559,51,155,3.0,envoyés,envoyer,False,113,les principaux ports d' embarquement,s principaux ports d' embarquement,vehicule::s principaux ports d' embarquement,vehicule,LOC,dans,cadre,ud_ancetre_verbe,9,obl:mod,4034
577,577,59,164,3.0,discutaient,discuter,False,114,du royaume - uni,royaume - uni,toponyme::royaume uni,toponyme,GPE,de,source,sujet,4,nmod,4207
578,578,59,164,3.0,discutaient,discuter,False,114,du royaume - uni,royaume - uni,toponyme::royaume uni,toponyme,GPE,de,source,sujet,4,nmod,4207
582,582,59,165,3.0,prise,prendre,False,115,angleterre,angleterre,toponyme::angleterre,toponyme,GPE,de,source,objet,11,nmod,4256
594,594,61,167,3.0,convient,convier,False,116,cet admirable établissement de « bank of england,cet admirable établissement de « bank of england,lieu_precis::cet admirable etablissement de « bank of england,lieu_precis,FAC,,cadre,ud_ancetre_verbe,15,nsubj,4340
595,595,61,167,3.0,observer,observer,False,116,cet admirable établissement de « bank of england,cet admirable établissement de « bank of england,lieu_precis::cet admirable etablissement de « bank of england,lieu_precis,FAC,,cadre,ud_ancetre_verbe,12,nsubj,4340
597,597,61,167,3.0,paraît,paraître,True,116,cet admirable établissement de « bank of england,cet admirable établissement de « bank of england,lieu_precis::cet admirable etablissement de « bank of england,lieu_precis,FAC,,cadre,sujet,9,nsubj,4340
598,598,61,167,3.0,soucier,soucier,False,116,cet admirable établissement de « bank of england,cet admirable établissement de « bank of england,lieu_precis::cet admirable etablissement de « bank of england,lieu_precis,FAC,,cadre,sujet,11,nsubj,4340
599,599,61,167,3.0,soucier,soucier,False,116,cet admirable établissement de « bank of england,cet admirable établissement de « bank of england,lieu_precis::cet admirable etablissement de « bank of england,lieu_precis,FAC,,cadre,sujet,11,nsubj,4340
609,609,61,171,3.0,eut,avoir,False,117,une des salles de la banque,e des salles de la banque,lieu_precis::e des salles de la banque,lieu_precis,FAC,dans;de,source,objet,14,nmod,4409
609,609,61,171,3.0,eut,avoir,False,118,la banque,banque,lieu_precis::banque,lieu_precis,FAC,de,source,objet,10,nmod,4411
610,610,61,171,3.0,eut,avoir,False,117,une des salles de la banque,e des salles de la banque,lieu_precis::e des salles de la banque,lieu_precis,FAC,dans;de,source,ud_ancetre_verbe,14,nmod,4409
610,610,61,171,3.0,eut,avoir,False,118,la banque,banque,lieu_precis::banque,lieu_precis,FAC,de,source,ud_ancetre_verbe,10,nmod,4411
617,617,61,171,3.0,passa,passer,True,120,un corridor obscur,corridor obscur,lieu_precis::corridor obscur,lieu_precis,FAC,au;de,source,ud_ancetre_verbe,28,nmod,4486
618,618,61,171,3.0,passa,passer,True,120,un corridor obscur,corridor obscur,lieu_precis::corridor obscur,lieu_precis,FAC,au;de,source,ud_ancetre_verbe,28,nmod,4486
619,619,61,171,3.0,alla,aller,True,120,un corridor obscur,corridor obscur,lieu_precis::corridor obscur,lieu_precis,FAC,au;de,source,ud_ancetre_verbe,5,nmod,4486
620,620,61,171,3.0,alla,aller,True,120,un corridor obscur,corridor obscur,lieu_precis::corridor obscur,lieu_precis,FAC,au;de,source,ud_ancetre_verbe,5,nmod,4486
621,621,61,171,3.0,alla,aller,True,120,un corridor obscur,corridor obscur,lieu_precis::corridor obscur,lieu_precis,FAC,au;de,source,ud_ancetre_verbe,5,nmod,4486
622,622,61,171,3.0,alla,aller,True,120,un corridor obscur,corridor obscur,lieu_precis::corridor obscur,lieu_precis,FAC,au;de,source,objet,5,nmod,4486
623,623,61,171,3.0,revint,revenir,True,120,un corridor obscur,corridor obscur,lieu_precis::corridor obscur,lieu_precis,FAC,au;de,source,phrase_proche_deplacement,6,nmod,4486
628,628,62,173,3.0,revint,revenir,True,122,angleterre,angleterre,toponyme::angleterre,toponyme,GPE,de,source,ud_ancetre_verbe,30,nmod,4565
630,630,62,173,3.0,sonna,sonner,False,121,des bureaux,bureaux,lieu_precis::bureaux,lieu_precis,FAC,de,source,ud_ancetre_verbe,6,nmod,4560
631,631,62,173,3.0,sonna,sonner,False,121,des bureaux,bureaux,lieu_precis::bureaux,lieu_precis,FAC,de,source,objet,6,nmod,4560
632,632,62,173,3.0,avait,avoir,False,121,des bureaux,bureaux,lieu_precis::bureaux,lieu_precis,FAC,de,source,ud_ancetre_verbe,8,nmod,4560
632,632,62,173,3.0,avait,avoir,False,122,angleterre,angleterre,toponyme::angleterre,toponyme,GPE,de,source,sujet,2,nmod,4565
633,633,62,173,3.0,passer,passer,True,121,des bureaux,bureaux,lieu_precis::bureaux,lieu_precis,FAC,de,source,phrase_proche_deplacement,12,nmod,4560
633,633,62,173,3.0,passer,passer,True,122,angleterre,angleterre,toponyme::angleterre,toponyme,GPE,de,source,sujet,6,nmod,4565
634,634,62,173,3.0,passer,passer,True,121,des bureaux,bureaux,lieu_precis::bureaux,lieu_precis,FAC,de,source,phrase_proche_deplacement,12,nmod,4560
634,634,62,173,3.0,passer,passer,True,122,angleterre,angleterre,toponyme::angleterre,toponyme,GPE,de,source,sujet,6,nmod,4565
637,637,63,174,3.0,envoyés,envoyer,False,123,les principaux ports,s principaux ports,lieu_precis::s principaux ports,lieu_precis,FAC,dans,cadre,objet,2,obl:arg,4609
637,637,63,174,3.0,envoyés,envoyer,False,124,liverpool,liverpool,toponyme::liverpool,toponyme,GPE,a,cadre,objet,7,nmod,4613
637,637,63,174,3.0,envoyés,envoyer,False,125,glasgow,glasgow,toponyme::glasgow,toponyme,GPE,a,cadre,objet,10,conj,4616
637,637,63,174,3.0,envoyés,envoyer,False,126,au havre,havre,toponyme::havre,toponyme,GPE,a;au,cadre,objet,12,conj,4616
637,637,63,174,3.0,envoyés,envoyer,False,127,suez,suez,toponyme::suez,toponyme,GPE,a,cadre,objet,16,conj,4616
637,637,63,174,3.0,envoyés,envoyer,False,128,brindisi,brindisi,toponyme::brindisi,toponyme,GPE,a,cadre,objet,19,conj,4616
637,637,63,174,3.0,envoyés,envoyer,False,129,new york,new york,toponyme::new york,toponyme,GPE,a,cadre,objet,22,conj,4616
638,638,63,174,3.0,envoyés,envoyer,False,123,les principaux ports,s principaux ports,lieu_precis::s principaux ports,lieu_precis,FAC,dans,cadre,ud_ancetre_verbe,2,obl:arg,4609
638,638,63,174,3.0,envoyés,envoyer,False,124,liverpool,liverpool,toponyme::liverpool,toponyme,GPE,a,cadre,ud_ancetre_verbe,7,nmod,4613
638,638,63,174,3.0,envoyés,envoyer,False,125,glasgow,glasgow,toponyme::glasgow,toponyme,GPE,a,cadre,ud_ancetre_verbe,10,conj,4616
638,638,63,174,3.0,envoyés,envoyer,False,126,au havre,havre,toponyme::havre,toponyme,GPE,a;au,cadre,ud_ancetre_verbe,12,conj,4616
638,638,63,174,3.0,envoyés,envoyer,False,127,suez,suez,toponyme::suez,toponyme,GPE,a,cadre,ud_ancetre_verbe,16,conj,4616
638,638,63,174,3.0,envoyés,envoyer,False,128,brindisi,brindisi,toponyme::brindisi,toponyme,GPE,a,cadre,ud_ancetre_verbe,19,conj,4616
638,638,63,174,3.0,envoyés,envoyer,False,129,new york,new york,toponyme::new york,toponyme,GPE,a,cadre,ud_ancetre_verbe,22,conj,4616
650,650,64,176,3.0,faisait,faire,False,130,angleterre,angleterre,toponyme::angleterre,toponyme,GPE,de,source,objet,9,nmod,4726
652,652,64,177,3.0,remarqué,remarquer,False,131,la salle des paiements,salle des paiements,lieu_precis::salle des paiements,lieu_precis,FAC,dans,cadre,ud_ancetre_verbe,7,obl:mod,4755
653,653,64,177,3.0,allait,aller,True,131,la salle des paiements,salle des paiements,lieu_precis::salle des paiements,lieu_precis,FAC,dans,destination,objet,4,obl:mod,4755
654,654,64,177,3.0,venait,venir,True,131,la salle des paiements,salle des paiements,lieu_precis::salle des paiements,lieu_precis,FAC,dans,destination,phrase_proche_deplacement,2,obl:mod,4755
657,657,64,178,3.0,adressé,adresser,False,132,du royaume - uni,royaume - uni,toponyme::royaume uni,toponyme,GPE,de,source,objet,5,nmod,4790
691,691,68,187,3.0,a,avoir,False,135,lequel,quel,toponyme::quel,toponyme,LOC,dans,cadre,ud_ancetre_verbe,6,obl:mod,5034
692,692,68,187,3.0,a,avoir,False,135,lequel,quel,toponyme::quel,toponyme,LOC,dans,cadre,ud_ancetre_verbe,6,obl:mod,5034
693,693,68,187,3.0,puisse,pouvoir,False,135,lequel,quel,toponyme::quel,toponyme,LOC,dans,cadre,objet,2,obl:mod,5034
735,735,81,206,3.0,ajouta,ajouter,False,136,rothal,rothal,toponyme::rothal,toponyme,GPE,entrer,cadre,ud_ancetre_verbe,12,nmod,5304
735,735,81,206,3.0,ajouta,ajouter,False,138,le « great - indian peninsular railway,« great - indian peninsular railway,vehicule::« great indian peninsular railway,vehicule,VEH,sur,cadre,ud_ancetre_verbe,19,nsubj,5294
736,736,81,206,3.0,ouverte,ouvrir,False,136,rothal,rothal,toponyme::rothal,toponyme,GPE,entrer,cadre,sujet,5,nmod,5304
736,736,81,206,3.0,ouverte,ouvrir,False,137,allahabad,allahabad,toponyme::allahabad,toponyme,GPE,,cadre,sujet,3,conj,5306
737,737,81,206,3.0,voici,voici,False,139,le morning chronicle,morning chronicle,toponyme::morning chronicle,toponyme,GPE,par,cadre,ud_ancetre_verbe,5,obl:agent,5326
738,738,81,206,3.0,établi,établir,False,139,le morning chronicle,morning chronicle,toponyme::morning chronicle,toponyme,GPE,par,cadre,objet,2,obl:agent,5326
749,749,93,218,3.0,écria,écrier,False,159,les trains,s trains,vehicule::s trains,vehicule,VEH,,cadre,ud_ancetre_verbe,7,obj,5523
749,749,93,218,3.0,écria,écrier,False,160,les fourgons,s fourgons,vehicule::s fourgons,vehicule,VEH,,cadre,ud_ancetre_verbe,11,obj,5527
750,750,93,218,3.0,écria,écrier,False,159,les trains,s trains,vehicule::s trains,vehicule,VEH,,cadre,ud_ancetre_verbe,7,obj,5523
750,750,93,218,3.0,écria,écrier,False,160,les fourgons,s fourgons,vehicule::s fourgons,vehicule,VEH,,cadre,ud_ancetre_verbe,11,obj,5527
751,751,93,218,3.0,arrêtent,arrêter,False,159,les trains,s trains,vehicule::s trains,vehicule,VEH,,cadre,objet,1,obj,5523
751,751,93,218,3.0,arrêtent,arrêter,False,160,les fourgons,s fourgons,vehicule::s fourgons,vehicule,VEH,,cadre,ud_ancetre_verbe,5,obj,5527
752,752,93,218,3.0,pillent,piller,False,160,les fourgons,s fourgons,vehicule::s fourgons,vehicule,VEH,,cadre,objet,1,obj,5527
813,813,120,253,3.0,dépasser,dépasser,True,162,les paquebots,s paquebots,vehicule::s paquebots,vehicule,VEH,dans,destination,phrase_proche_deplacement,9,obl:mod,5932
814,814,120,253,3.0,faut,falloir,False,162,les paquebots,s paquebots,vehicule::s paquebots,vehicule,VEH,dans,cadre,ud_ancetre_verbe,6,obl:mod,5932
